full_text,category,user_id_str,username,created_at,klasifikasi Text Blob,klasifikasi_SVM
magang studi independen bersertifikat mas program kemendikbud gitu,Proses Belajar Mengajar,1.22E+18,DPRIANGASIH,Sat Mar 23 15:00:14 +0000 2024,Netral,Netral
 ga bilang kalo studi independen secapek kirain enak online rumah ternyata,Pengalaman Keseluruhan,1.05E+18,collegemenfess,Sat Mar 23 09:43:18 +0000 2024,Positif,Positif
 pernah ikut studi independen revou aku mau nanyananya sedikit nih,Proses Belajar Mengajar,1.05E+18,collegemenfess,Fri Mar 22 05:13:29 +0000 2024,Negatif,Negatif
bukan aku tp temenku lulusan biologi murni pas kuliah ikut studi independen magang bidang business development sampe hariini ngembangin dirinya bidang nder,Pengalaman Keseluruhan,1.67E+18,salsalsalm,Fri Mar 22 05:06:22 +0000 2024,Positif,Positif
studi independen s i si sik sik sibatumanikam diparjogef sormadigottam dinamanginani sibambangkar julajula sibambangkar julajula,Pengalaman Keseluruhan,1.26E+18,sinarhindia,Thu Mar 21 16:01:10 +0000 2024,Netral,Netral
titipan ness ikut studi independen bangkit academy ngga tim ku butuh cc nihh kalau like or reply yah,Proses Belajar Mengajar,1.19E+18,unnesmenfess,Thu Mar 21 15:14:07 +0000 2024,Netral,Netral
biaya nya diberikan pemerintah alias pihak kampus merdeka nya tinggal bayar uang kuliah aja dapat ilmu sertifikat kalau ga ikut studi independen msib booth camp bayarnya mahal jt a,Pengalaman Keseluruhan,9.36E+17,damnfcksht,Mon Mar 11 15:23:10 +0000 2024,Netral,Netral
kalau gambaran kecil nya studi independen semacam booth camp jadi pembelajaran nya lewat zoom kebanyakan mitra zoom nya malam hari assignment project gitu,Pengalaman Keseluruhan,9.36E+17,damnfcksht,Mon Mar 11 15:20:25 +0000 2024,Positif,Positif
kalau udah kerja ambil studi independen,Proses Belajar Mengajar,9.36E+17,damnfcksht,Mon Mar 11 14:31:31 +0000 2024,Netral,Netral
sejauh perlawanan mbkm normalitas baru antusiasme magang ikut pertukaran studi independen lebih besar menjadi fungsionaris bem tak kebagian cari sampingan jadi massa bayaran d,Pengalaman Keseluruhan,1682188555,ChrisWibisana,Mon Mar 11 05:37:19 +0000 2024,Positif,Positif
studi independen kampus merdeka zenius data analyst magang bersertifikat kampus merdeka yayasan hasnur centre junior researcher seleksi tingkat universitas pkmpm seleksi gemastik kti finalis lkti matematika,Pengalaman Keseluruhan,502580387,Himakom_unlam,Mon Mar 11 02:51:31 +0000 2024,Negatif,Negatif
ges kalau kegiatan studi independen termasuk funding bukan iisma,Proses Belajar Mengajar,1.50E+18,IISMAfess,Sun Mar 10 04:40:40 +0000 2024,Netral,Netral
halo kakak unej mau tanya sebenernya studi independen sama magang msib sama jujur bingung bedainnya gimana sama tanya kakak pernah ikut msib sesusah kasih wejangan dong buat sender masi semester hehe terimakasii,Proses Belajar Mengajar,1.28E+18,MenfessUnej,Sat Mar 09 04:37:27 +0000 2024,Negatif,Negatif
gak berasa greaters studi independen mau memasuki minggu keempat aja nih jangan lupa buat save jadwalnya,Administrasi,1.11E+18,id_greatedu,Sat Mar 09 02:29:06 +0000 2024,Netral,Netral
pake pengalaman organisasi studi independen volunteer online course dulu sebelumnya,Pengalaman Keseluruhan,1.28E+18,keetahui,Fri Mar 08 23:59:19 +0000 2024,Netral,Netral
halo ka mohon maaf izin meluruskan twit pengalaman pribadi mbkm memengaruhi studi lanjut s maksud mbkm studi independen risetpenelitian skripsi ambil lebih mudah riset,Pengalaman Keseluruhan,2413304222,fardanayy,Fri Mar 08 16:35:37 +0000 2024,Negatif,Negatif
dips adakah kalian ikut studi independen bangkit academy kalau mutualan bwt capstone,Proses Belajar Mengajar,1.18E+18,undipmenfess,Fri Mar 08 11:20:04 +0000 2024,Netral,Netral
sender semester lg merasa paling sepi banget allah sender studi independen kerjaanya ngerjain course doang need someone to talkk plsss braw,Pengalaman Keseluruhan,2970636770,ub_mfs,Thu Mar 07 16:02:46 +0000 2024,Positif,Positif
terkhusus magang studi independen masalah sebelumnya mbkm terkhusus gap skill mahasiswa industri lewat mbkm diatas berusaha menghilangkan maslaah,Pengalaman Keseluruhan,1.67E+18,__airu___,Thu Mar 07 08:31:54 +0000 2024,Negatif,Negatif
kalau membredel kemampuan berpikir kritis emang kuliah semester sebelumnya cukup melatih kemampuan berpikir kritis mbkm gak cuma magang studi independen pengabdian masyarakat projek independen pertuakaran pelajar,Proses Belajar Mengajar,1.67E+18,__airu___,Thu Mar 07 08:31:54 +0000 2024,Negatif,Negatif
mbkm gak cuma magang sama studi independen pengabdian iisma riset lagipula mbkm gak wajib cuma opsi terus mbkm banyak peminatnya emang mbkm lebih beneficial dimata mahasiswa dibanding kelas biasa realita kehidupan,Proses Belajar Mengajar,1.69E+18,_kurohikari,Thu Mar 07 04:12:00 +0000 2024,Netral,Netral
its me semester ikut studi independen gak ketemu siapasiapa ambil keputusan semarang alhasil kos sendirian aja mau kemanamana sendirian gatau sama siapa kawankawan mbkm masingmasing jauhjauh rumahnya sendirisendiri ehehe,Pengalaman Keseluruhan,1.10E+18,lolipopmateng,Wed Mar 06 23:56:24 +0000 2024,Positif,Positif
kalo dah pinter mending magang kalo merasa bego ikut studi independen biar pinter kyak aku ikut studi independen baru magang,Pengalaman Keseluruhan,1.53E+18,anya_forgett,Wed Mar 06 18:50:04 +0000 2024,Positif,Positif
ness adakah kalian ikut studi independen bangkit kalau mutualan bwt capstone,Proses Belajar Mengajar,1.19E+18,unnesmenfess,Wed Mar 06 17:30:42 +0000 2024,Netral,Netral
lebih minat studi independen sayang aja ga lolos,Pengalaman Keseluruhan,1.42E+18,farh6666n,Wed Mar 06 16:43:19 +0000 2024,Netral,Netral
hii tau riser indrpenden ky gimana yaa krn so far aku tau cuma studi independen terimakasihh sebelumnya,Proses Belajar Mengajar,8.73E+17,s4turnois,Thu Feb 29 08:02:23 +0000 2024,Positif,Positif
mahasiswa pelajar sma magang studi independen pdin jogjakarta,Administrasi,1.73E+18,radar_malioboro,Thu Feb 29 02:55:57 +0000 2024,Positif,Positif
teman sedang menjalankan program inkubasi akselerasi kampus menjadi pelaksana program studi independen kewirausahaan kalau berkenan via dm,Pengalaman Keseluruhan,1.39E+18,intisari_kulik,Wed Feb 28 23:10:32 +0000 2024,Netral,Netral
menurutku susah sih nder aku waktu daftar dibatasin jumlah mitranya magang lolos tahap cuma mitra studi independen lulus mitra,Pengalaman Keseluruhan,1.66E+18,frhhpf,Wed Feb 28 16:58:03 +0000 2024,Negatif,Negatif
studi independen,Administrasi,1.72E+18,nasvtc,Wed Feb 28 12:58:57 +0000 2024,Netral,Netral
semoga kuat smt kuliah disambi studi independen msib,Proses Belajar Mengajar,1.14E+18,satnitevibe,Wed Feb 28 11:00:34 +0000 2024,Positif,Positif
studi independen apa pengangguran gw nganggur parah hahahahaha,Pengalaman Keseluruhan,7.38E+17,keeydoo,Wed Feb 28 09:40:40 +0000 2024,Positif,Positif
 kakak aku mau tanya studi independen online sifatnya jadi belajar aja thank youu,proses belajar mengajar,1.05E+18,collegemenfess,Wed Feb 28 04:28:00 +0000 2024,Netral,Netral
padahal mahasiswa dapet project tempat magang or studi independen larinya dosen tanya az terkait projectnya dosen dapet sertifikat,proses belajar mengajar,2692315525,7wijaya09,Tue Feb 27 14:12:21 +0000 2024,Netral,Netral
penandatanganan mou unmuha mitra magang studi independen bersertifikat msib program pkkm tahun,administrasi,122306013,unmuha,Tue Feb 27 11:14:55 +0000 2024,Netral,Netral
 halo disini pernah ikut studi independen diterima apa aja berkas berkas harus dipersiapkandibuat pihak universitas menjamin konversi sks,administrasi,1.05E+18,collegemenfess,Tue Feb 27 11:12:37 +0000 2024,Netral,Netral
sebanyak mahasiswa umj berhasil lolos mengikuti magang studi independen bersertifikat msib batch beritaumj msib mbkm,pengalaman keseluruhan,7.09E+17,umjcampus,Tue Feb 27 02:19:25 +0000 2024,Positif,Positif
fakultas kehutanan untan melepas mahasiswa program magang studi independen bersertifikat msib selengkapnya fahutanunggul fahutanuntan fakultaskehutananuntan untan universitastanjungpura msib,pengalaman keseluruhan,1.30E+18,fahutanuntanptk,Tue Feb 27 02:18:51 +0000 2024,Positif,Positif
universitas padjadjaran mengirimkan sejumlah mahasiswa mengikuti program magang besertifikat studi independen msib gelombang kampus mengajar gelombang diselenggarakan selama satu semester,pengalaman keseluruhan,51010742,unpad,Mon Feb 26 12:35:23 +0000 2024,Netral,Netral
berdasarkan topik mau aku bahas kebetulan miripmirip sama projek akhir aku pas ikut studi independen waktu jadi aku ubahubah deh sampe nemu judul cocok abis sama dospem dibantu buat benerin judulnya biar lebih ilmiah gitu deh,proses belajar mengajar,1.46E+18,atasnamaahra,Fri Feb 23 04:58:49 +0000 2024,Positif,Positif
kuliah i belajar d pekso wajib kampus lek studi independen i serasa prei an d omah tp wajib belajar nguber materi iku nyikso cok,proses belajar mengajar,1.19E+18,galihwicaksana_,Fri Feb 23 01:16:06 +0000 2024,Netral,Netral
siapa anjing waktu bilang gue kalau studi independen belajar nya malam anjinggga cokkk aja dah x gue kelasnya jam Ã¢_xd_Ã¢_xd_Ã¢_xd_Ã¢_xd_Ã¢_xd_Ã¢_xd_Ã¢_xd_Ã¢_xd_,proses belajar mengajar,1.44E+18,yxxeol,Fri Feb 23 00:11:20 +0000 2024,Netral,Netral
 ga disini alumni msib ikutan studi independen batch kemarin semester akhir yusidiumwisuda programnya selesai,pengalaman keseluruhan,1.05E+18,collegemenfess,Thu Feb 22 19:43:02 +0000 2024,Netral,Netral
terus studi independen nya milih uiux design pm its better to start ahead kalo emang udah kepengen dulu huhu gabut doang nungguin skripsi ga dulu,pengalaman keseluruhan,1.14E+18,doriansdream_,Thu Feb 22 16:35:56 +0000 2024,Positif,Positif
kalo ngerevisi jalan hidup gue dulu pas jd mahasiswa harusnya mah gue ikut studi independen barengan skripsian wkwk i wasted almost months doing nothing but nongkrong cuz dosen gue ilang an and hardly made any progress lmao,pengalaman keseluruhan,1.14E+18,doriansdream_,Thu Feb 22 16:32:09 +0000 2024,Positif,Positif
oke gw bakal bikin jd buat enrichment smt pertama gw pilih studi independen kelasnya bangkit academy dr kampus merdeka belajar apa machine learning semoga kuat,pengalaman keseluruhan,1.12E+18,BaronBram,Thu Feb 22 13:29:25 +0000 2024,Positif,Positif
mbkm studi independen kaya bootcamp gitu g dpt duit msib magang perusahaan dpt duit kampus mengajar ngajar sekolah dpt duit pmm pertukaran mhs dpt duit pkm intinya riset ai vgk gft kwu rsh dkk,pengalaman keseluruhan,1.38E+18,anjemunice,Thu Feb 22 13:19:29 +0000 2024,Positif,Positif
studi independen hehheee,pengalaman keseluruhan,1.57E+18,beealtz,Thu Feb 22 12:53:39 +0000 2024,Netral,Netral
update minggu diriku semester iniÃ¢Â¼Ã¯_xf_Ã¢Â¼Ã¯_xf_ mulai mumet gessss situasi smt ambil sks studi independen,pengalaman keseluruhan,1.43E+18,melanipdevitaaa,Thu Feb 22 12:42:45 +0000 2024,Netral,Netral
gue gak mau kkn pokoknya anjir gue butuh istirahat dirumah satu semester aku usahakan studi independen ituuuu,pengalaman keseluruhan,1.48E+18,locked1998,Thu Feb 22 12:11:49 +0000 2024,Netral,Netral
ternyata studi independen lebih nyiksa dibanding kuliah biasa,pengalaman keseluruhan,1.19E+18,galihwicaksana_,Thu Feb 22 11:51:02 +0000 2024,Positif,Positif
mahasiswa magang studi independen bersertifikat perusahaan,pengalaman keseluruhan,8.50E+17,kupastuntasnew,Thu Feb 22 09:51:04 +0000 2024,Netral,Netral
 cara kalian sksd teman group stupenstudi independen bersertifikat dong,proses belajar mengajar,1.05E+18,collegemenfess,Thu Feb 22 01:14:02 +0000 2024,Netral,Netral
bingung mau daftar magang studi independen,pengalaman keseluruhan,1.49E+18,maripoxana,Wed Feb 21 10:11:35 +0000 2024,Negatif,Negatif
kalian research sebanyak nya info mengenai msib intinya msib tuh magang dapet bbh juta studi independen tergantung perusahaannya batch aku maksimal cuma pilih perusahaan aja daftar jadi kalian buat strategi,pengalaman keseluruhan,1.27E+18,fairyluvie,Wed Feb 21 10:04:41 +0000 2024,Netral,Netral
program msib its pku batch pmm batch its pku muhammadiyah surakarta melakukan pisah sambut mahasiswa program magang studi independen bersertifikat,pengalaman keseluruhan,1.35E+18,didiknews_,Tue Feb 20 23:27:09 +0000 2024,Netral,Netral
program msib its pku batch pmm batch its pku muhammadiyah surakarta melakukan pisah sambut mahasiswa program magang studi independen bersertifikat,pengalaman keseluruhan,7.74E+17,wartabengawan,Tue Feb 20 23:25:28 +0000 2024,Netral,Netral
program msib its pku batch pmm batch its pku muhammadiyah surakarta melakukan pisah sambut mahasiswa program magang studi independen bersertifikat,pengalaman keseluruhan,2615592656,intermedia___,Tue Feb 20 23:21:53 +0000 2024,Netral,Netral
njing pusing banget cok zoom rapat organisasi sm course studi independen barengan,proses belajar mengajar,1.08E+18,pengasap,Tue Feb 20 12:48:11 +0000 2024,Positif,Positif
eh bukan kak tuh mbkm ambil luar prodi bukan kampus mengajar msib studi independen kalo program aku sebutin tadi sih aku setuju ajaa,pengalaman keseluruhan,1.43E+18,_cacaaaaaaaaaaa,Tue Feb 20 12:43:58 +0000 2024,Netral,Netral
hari hadir memberi kegiatan kampus merdeka studi independen bersertifikat batch bersama certrova kampusmerdeka msib sib studiindependenbersertifikat magangstudiindependenbersertifikat pembicara trainer coach,pengalaman keseluruhan,2537295002,HariTriyatmo,Tue Feb 20 04:59:11 +0000 2024,Netral,Netral
kumpul alumni program magang dsn studi independen bersertifikat msib kelompok dampingi langsung selama magang semester lalu alhamdulillah senang mendapatkan update kabar keberlanjutan kampusnya masingmasing,pengalaman keseluruhan,52070975,iimrusyamsi,Tue Feb 20 03:48:58 +0000 2024,Positif,Positif
braw disini ikut studi independen ga rep dong,pengalaman keseluruhan,2970636770,ub_mfs,Mon Feb 19 09:43:52 +0000 2024,Netral,Netral
kuliah offline studi independen plus organisasi kampus,proses belajar mengajar,9.29E+17,dewafortunaa,Mon Feb 19 09:35:17 +0000 2024,Netral,Netral
hari senin februari pt talenthub digital indonesia melaksanakan kegiatan internal on boarding melalui online zoom meeting dihadiri mahasiswa studi independen,pengalaman keseluruhan,1.40E+18,TalentHubCybers,Mon Feb 19 08:33:48 +0000 2024,Netral,Netral
pt talenthub digital indonesia diterima program studi independen bersertifikat merupakan program kemenristekdikti pelaksanaannya berlangsung dr tgl feb jun,pengalaman keseluruhan,1.40E+18,TalentHubCybers,Mon Feb 19 08:33:30 +0000 2024,Netral,Netral
bismillah bulan depan semoga lancar ikut studi independen semoga memulai baru menerima banyak manfaat melalui semua prosesnya,pengalaman keseluruhan,1.52E+18,mielayang,Mon Feb 19 07:32:51 +0000 2024,Positif,Positif
 kalian ikut studi independen pas semester akhir tetep ngerjain skripsi ga,pengalaman keseluruhan,1.05E+18,collegemenfess,Mon Feb 19 07:29:47 +0000 2024,Netral,Netral
 alumni msib studi independen data analyst sekolahmu ga bertanyatanya takut ikut kegiatannya nih,pengalaman keseluruhan,1.05E+18,collegemenfess,Mon Feb 19 07:22:27 +0000 2024,Netral,Netral
paling memungkinkan studi independen si klo magang tergantung perusahaannya,pengalaman keseluruhan,1.00E+18,renasshk,Mon Feb 19 04:04:07 +0000 2024,Positif,Positif
day studi independen belajar apa stem km_daf,proses belajar mengajar,1.06E+18,daf__84,Mon Feb 19 03:19:10 +0000 2024,Netral,Netral
bodo ama kuliah offline gue pokoknya gue mau pulang kampung pas lebaran gue semester skrg ikut studi independen gue ga ikut organisasi apapun lagu kampus hrsnya gw dirumah aja ni matkul wajib datang kampus nanggung njing,pengalaman keseluruhan,1.44E+18,yxxeol,Mon Feb 19 02:40:46 +0000 2024,Netral,Netral
madt infokan part time buat mahasiswi dong kalo kerjanya pagi sore ajaaa kalo sore malem gapapa soalnya malem studi independen thank you,pengalaman keseluruhan,1.19E+18,jembermfs,Sun Feb 18 13:15:00 +0000 2024,Positif,Positif
semester dibebasin gt dah mau kampus mengajar magang studi independen ngambil mata kuliah tp pilihan soalnya wajib dah abis jd bubar duluan lulus,pengalaman keseluruhan,1.30E+18,irodoreru,Sun Feb 18 12:20:10 +0000 2024,Positif,Positif
knp daerah sekitarku gak punya perpus butuh tempat studi independen halah,pengalaman keseluruhan,747420674,itsxodp,Sun Feb 18 12:18:01 +0000 2024,Netral,Netral
omayangat besok hari pertama studi independen,pengalaman keseluruhan,1.18E+18,Cosm1cVoyager,Sun Feb 18 11:39:32 +0000 2024,Positif,Positif
yuhuu ga sabar besok mulai studi independen metrodata academy,pengalaman keseluruhan,1.50E+18,hatagid,Sun Feb 18 10:24:10 +0000 2024,Netral,Netral
braw kalian ikut studi independen batch ngambil mana,pengalaman keseluruhan,1.17E+18,ubsansfess,Sat Feb 17 14:14:49 +0000 2024,Netral,Netral
universitas nusa mandiri mengucapkan selamat sukses bapakibu dosen universitas nusa mandiri atas prestasinya lolos dosen pendamping program dpp magang studi independen bersertifikat msib batch tahun,pengalaman keseluruhan,2985456157,_NusaMandiri,Sat Feb 17 08:00:01 +0000 2024,Positif,Positif
kalo pernah studi independen msib gk dapet dana pemerintah tetep eligible ikut,pengalaman keseluruhan,1.15E+18,cocogatron,Sat Feb 17 04:54:57 +0000 2024,Netral,Netral
web programming web programming i akuntansi dasar web programming iii studi independen bersertifikat audit sistem informasi etika profesi free skripsi,pengalaman keseluruhan,1.22E+18,DPRIANGASIH,Fri Feb 16 15:52:55 +0000 2024,Positif,Positif
dosen mbkm ku napa dah minta laporan studi independen bentuk hardcopynya bukuin kayak skripsi pake hardcover gtu abis ni ak wisuda sampe sem aja ni ak kuliahnya,pengalaman keseluruhan,7.59E+17,Natphiliaa,Fri Feb 16 15:10:40 +0000 2024,Netral,Netral
sem telaah sastra indo a sem kemahiran bahasa indo b sem perkembangan sastra indo sem perkamusan dokumentasi bahasa sem keterampilan bahasa isyarat sem ikut studi independen sem budaya populer korea mitologi jawa jg seru banget,pengalaman keseluruhan,1.10E+18,piexiehollow,Fri Feb 16 14:43:54 +0000 2024,Netral,Netral
mahasiswa program magang studi independen bersertifikat msib dikirim belajar perusahaan institusi multinasional selama satu semester,pengalaman keseluruhan,8.75E+17,validnewsid,Fri Feb 16 12:46:32 +0000 2024,Netral,Netral
 mau tanya aja jangan salty kalo ikut studi independen semester minta konversi matkul nya semester depan ngga,pengalaman keseluruhan,1.05E+18,collegemenfess,Fri Feb 16 11:05:56 +0000 2024,Netral,Netral
siap melesat dunia belajar seru studi independen ruangguru batch lets turn our study mode on and make this journey a blast sikmruanggurubatch studyfunmodeactivated,pengalaman keseluruhan,1.49E+18,sabarn0,Fri Feb 16 10:53:18 +0000 2024,Positif,Positif
 ikut studi independen mitra neosia,pengalaman keseluruhan,1.05E+18,collegemenfess,Fri Feb 16 08:03:16 +0000 2024,Netral,Netral
kalau gitu pura aja kak baca sesuatuuu laptop komputer d akuuu zoom buat studi independen hehehe,proses belajar mengajar,1.27E+18,dhea_dhae03,Fri Feb 16 07:01:32 +0000 2024,Netral,Netral
sem sistem sosial politik sem teori hubungan internasional dasar sem teori politik internasional sem strategi sem ekonomi politik pembangunan sem studi independen eksplor lebih banyaj ttg topik aku minatin buat skripsi,proses belajar mengajar,1.18E+18,diraraurus,Fri Feb 16 04:56:50 +0000 2024,Positif,Positif
pas maba tiba dijadiin wakil ketua hima ikut organisasi sekaligus jadi ketuanya diajakin dosen pengabdian masyarakat semester ikut msib studi independen,pengalaman keseluruhan,1.42E+18,indsmie,Thu Feb 15 17:05:44 +0000 2024,Netral,Netral
aku dulu gak kkn nder tapii ikutan studi independen dann wisuda alhamdulillah,pengalaman keseluruhan,1.26E+18,eisawoaini,Thu Feb 15 15:02:49 +0000 2024,Netral,Netral
 disini alumni studi independen cakap ga sender mau tanya makasih,pengalaman keseluruhan,1.05E+18,collegemenfess,Thu Feb 15 02:04:01 +0000 2024,Positif,Positif
cpas yayasan pusat studi prasejarah austronesia itu independen,pengalaman keseluruhan,342154180,kallinikos1980,Wed Feb 14 15:55:58 +0000 2024,Netral,Netral
adaa studi independen bang,pengalaman keseluruhan,1.44E+18,yxxeol,Wed Feb 14 04:53:00 +0000 2024,Netral,Netral
merdeka belajar kampus merdeka magang studi independen bersertifikat,pengalaman keseluruhan,1.25E+18,jaysaddict,Fri Feb 09 05:11:18 +0000 2024,Netral,Netral
jd namanya msib trs kan kebagi jd studi independen sama magang mbkm gt bener,pengalaman keseluruhan,1.51E+18,vhi0wna,Fri Feb 09 03:47:14 +0000 2024,Positif,Positif
acara melibatkan mahasiswa mengikuti berbagai program termasuk magang studi independen bersertifikat batch kampus merdeka batch pertukaran mahasiswa merdeka batch mbkm mandiri,pengalaman keseluruhan,9.67E+17,ubt_official,Thu Feb 08 11:58:25 +0000 2024,Netral,Netral
sedang sedih bangetbangettt lihat tementemen udah mulai posting twibbon msib studi independen magang pertukaran pelajar aku merasaa tertinggal wkwkw kemarin telat ikut msib hahaha dahlah emang akunya kurang getol cari informasi sih cuma menyesali awkwk,pengalaman keseluruhan,1.59E+18,perswonaa,Thu Feb 08 06:13:35 +0000 2024,Negatif,Negatif
nolak guru besar rektor kalau rektor jabatan punya kuasa menentukan keputusan kampus guru besar gelar didapat lewat studi kalau dibilang guru besar lebih independen ketimbang re,pengalaman keseluruhan,1.72E+18,JPCrew40,Thu Feb 08 02:30:46 +0000 2024,Positif,Positif
 kalau smt ikut studi independen daftar magang mandiri kampus mengajar ga si,pengalaman keseluruhan,1.05E+18,collegemenfess,Thu Feb 08 01:42:25 +0000 2024,Netral,Netral
 temen pernah ikut studi independen kerja full time ga kalian waktunya gimanaa klo lg mentoring aku kepikiran pgn kerja tp takut keteteran sm project stupennya,pengalaman keseluruhan,1.05E+18,collegemenfess,Wed Feb 07 07:30:53 +0000 2024,Negatif,Negatif
catatan akhir sekolah pesan siapa berniat menempuh studi doktoral menekankan bahwaÃ¢ tujuan goalÃ¢ utama melaksanakan studi s doktor menjadi seorang peneliti independen bukan publikasi,pengalaman keseluruhan,316354887,DanangCAHYADI,Wed Feb 07 03:12:54 +0000 2024,Positif,Positif
kritik kepemimpinan pak mukidi memicu kampanye pembentukan kelompok studi independen beberapa fakultas,pengalaman keseluruhan,1.70E+18,DidinNasmi,Tue Feb 06 14:32:49 +0000 2024,Netral,Netral
acara diselenggarakan foreign policy community of indonesia sebuah organisasi studi kebijakan luar negeri nonpartisan nonpolitik independen didirikan membahas memperkenalkan isuisu hubungan internasional,pengalaman keseluruhan,1.29E+18,irbinus,Tue Feb 06 11:57:36 +0000 2024,Negatif,Negatif
work guys kalo pengalaman studi independen kampus merdeka dimasukinnya bagian apa kalo cv,pengalaman keseluruhan,1.24E+18,worksfess,Tue Feb 06 06:00:00 +0000 2024,Netral,Netral
semester ukm bahasa inggris debat aiesec semester aiesec semester aiesec lab galeri investasi beswan djarum semester lab galeri investasi beswan djarum semester studi independen beswan djarum semester skripsi magang sk,pengalaman keseluruhan,1.48E+18,akaarashii,Tue Feb 06 04:02:38 +0000 2024,Netral,Netral
pilih msib studi independen apa magang yh enaknya braw,pengalaman keseluruhan,1.17E+18,ubsansfess,Mon Feb 05 11:55:37 +0000 2024,Positif,Positif
gimana sama msib kalau mau beda kewajiban moralnya opsional msib kerja studi independen lingkungannya bukan kelas meskipun multicultural diaplikasikan skemanya beda makanya opsional,pengalaman keseluruhan,1.08E+18,koitsuwaningen,Mon Feb 05 10:59:36 +0000 2024,Netral,Netral
ikut kak pernah ambil kampus mengajar sekarang ngikutin studi independen cuman penasaran aja programnya pak anies tsb dihandle kampus masing sistemnya bagaimana soalnya mbkm jujur menur,pengalaman keseluruhan,1.58E+18,neng_kunci,Mon Feb 05 05:15:07 +0000 2024,Positif,Positif
studi independen aku baru mulai tanggal februari aku ga ambil prethesis jadi skrg enaknya ngapain,pengalaman keseluruhan,1.12E+18,BaronBram,Mon Feb 05 05:01:57 +0000 2024,Netral,Netral
haloo seluruh mahasiswa indonesia dita maharani putri siap mengikuti magang studi independen bersertifikat angkatan magangmerdeka msib,pengalaman keseluruhan,9.55E+17,Ditamhrni2,Sun Feb 04 07:25:11 +0000 2024,Positif,Positif
geger gedhen pesisir selatan jawa memberi pemahaman tntang bagaimana konflik sesederhana dipahami sbgai pertarungan rakyat vs penguasa studi kasus jogja penulis menunjukkan masyarakat dirugikan diuntungkan terjadi konflik,pengalaman keseluruhan,1.32E+18,PIN_Independen,Sun Feb 04 07:10:17 +0000 2024,Netral,Netral
pdhl program tsb dah dr dulu iisma magang magenta magang mbkm studi independen pertukaran mahasiswa merdeka dibilang diubah namanya,pengalaman keseluruhan,1.27E+18,dvwhyp,Sun Feb 04 04:51:44 +0000 2024,Positif,Positif
ikut magangnya studi independen bang,pengalaman keseluruhan,1.49E+18,ajiwre_,Sun Feb 04 02:01:06 +0000 2024,Netral,Netral
braw kalian studi independen,pengalaman keseluruhan,1.17E+18,ubsansfess,Sat Feb 03 15:45:53 +0000 2024,Netral,Netral
studi independen setauku engga dapet kalo kemendikbudnya kalo mitranya gatau,Pengalaman keseluruhan,1.43E+18,antonlovepage,Sat Feb 03 13:56:35 +0000 2024,Netral,Netral
 msib emg diberi uang saku termasuk studi independen,Administrasi,1.05E+18,collegemenfess,Sat Feb 03 13:53:33 +0000 2024,Netral,Netral
ga lah gue kupukupu ikut studi independen magang kerja bukan kupukupu dirumah nganggur ajh,Pengalaman keseluruhan,1.24E+18,cipengie,Sat Feb 03 10:50:53 +0000 2024,Netral,Netral
planning tahun latihan tiap hari buat resital cello akhir tahun jalanin studi independen sampe juni beresin hima sampe demis bulan juli bikin jurnal target tembus sinta sinta biar ga skripsi nyari duit job cello buat bayar ukt,Pengalaman keseluruhan,9.04E+17,insigaazer,Sat Feb 03 09:45:19 +0000 2024,Positif,Positif
halo seluruh mahasiswa indonesia siap mengikuti magang studi independen bersertifikat angkatan,Pengalaman keseluruhan,1.63E+18,pascaIll,Sat Feb 03 06:55:56 +0000 2024,Positif,Positif
rizka putra mahasiswa smt jurusan sosiogi antropologi fisip universitas negeri semarang siap mengikuti program studi independen msib dgn tetap menyalaaa abangkuhh ditengah rumitnya hidup,Pengalaman keseluruhan,1.68E+18,Ryzkaaptraa,Sat Feb 03 06:00:36 +0000 2024,Negatif,Negatif
ikut studi independen batch,Pengalaman keseluruhan,1.51E+18,your_imajiner,Sat Feb 03 00:29:38 +0000 2024,Netral,Netral
semester kupukupu merasa salah jurusan semester staff kemuslimahan semacam rohis gitu deh kebagian pas online semester semester mbkm studi independen kerja lapangan semester skripsi,Pengalaman keseluruhan,1.46E+18,atasnamaahra,Sat Feb 03 00:29:17 +0000 2024,Negatif,Negatif
ga semuanya makanya binus izinin ambil ssi buat ambil kelas studi independen kampus merdeka,Pengalaman keseluruhan,1.12E+18,BaronBram,Mon Jan 29 14:44:27 +0000 2024,Netral,Netral
udh dikasih ekspektasi smt ikut studi independen,Pengalaman keseluruhan,1.21E+18,hutanberbabii,Mon Jan 29 09:05:55 +0000 2024,Netral,Netral
 pernah ikut studi independen cakap sender tanya ga tia,Pengalaman keseluruhan,1.05E+18,collegemenfess,Mon Jan 29 03:13:41 +0000 2024,Netral,Netral
selamat pagi rekan mahasiswa saran aku gimana jujur sedih aku blm magang sama sekali mata kuliah magang ku konversi aku ikut studi independen ,Pengalaman keseluruhan,1.05E+18,collegemenfess,Mon Jan 29 02:06:30 +0000 2024,Positif,Positif
msib dibayar kalau studi independen balik mitranya uang saku good luck,Pengalaman keseluruhan,1220297311,Broys,Sun Jan 28 08:54:32 +0000 2024,Positif,Positif
 gais emg msib dibayar kalo studi independen dibayar jg ga,Pengalaman keseluruhan,1.05E+18,collegemenfess,Sun Jan 28 08:51:46 +0000 2024,Netral,Netral
