full_text,category,user_id_str,username,created_at,tokenized,stemmed,tweet_english,klasifikasi
pernaaah ikut msib studi independen program nya bagus banget cuma kemarin tuh batch deh course nya kebanyakan digital marketing gitu aku coba ambil course seo specialist benerbener jauh banget matkul dikampus alhamdulilla,Pengalaman Keseluruhan,1.20E+18,rprmrprm,Wed Apr 17 02:13:52 +0000 2024,"['pernaaah', 'ikut', 'msib', 'studi', 'independen', 'program', 'nya', 'bagus', 'banget', 'cuma', 'kemarin', 'tuh', 'batch', 'deh', 'course', 'nya', 'kebanyakan', 'digital', 'marketing', 'gitu', 'aku', 'coba', 'ambil', 'course', 'seo', 'specialist', 'benerbener', 'jauh', 'banget', 'matkul', 'dikampus', 'alhamdulilla']",pernaaah ikut msib studi independen program nya bagus banget cuma kemarin tuh batch deh course nya banyak digital marketing gitu aku coba ambil course seo specialist benerbener jauh banget matkul kampus alhamdulilla,"Pernaaah joined the independent study of the program, the program was really good just yesterday the batch was mostly digital marketing, I tried to take a course seo specialist was really far away from Alhamdulilla campus",Positif
akuuuuu semester ikut studi independen aku worth banget sih kalau ikutnya sesuai sama penjurusan aku dapet nilai bagus semua kemarin insight nya banyak banget sekarang aku ikut mitra kali lebih seru polll,Pengalaman Keseluruhan,1.44E+18,sworndly,Wed Apr 17 02:13:22 +0000 2024,"['akuuuuu', 'semester', 'ikut', 'studi', 'independen', 'aku', 'worth', 'banget', 'sih', 'kalau', 'ikutnya', 'sesuai', 'sama', 'penjurusan', 'aku', 'dapet', 'nilai', 'bagus', 'semua', 'kemarin', 'insight', 'nya', 'banyak', 'banget', 'sekarang', 'aku', 'ikut', 'mitra', 'kali', 'lebih', 'seru', 'polll']",akuuuuu semester ikut studi independen aku worth banget sih kalau ikut sesuai sama jurus aku dapet nilai bagus semua kemarin insight nya banyak banget sekarang aku ikut mitra kali lebih seru polll,Akuuuu semester participating,Netral
buat studi independen so far lumayan seru dapet tementemen baru keahlian baru sama portofolio project dimasukin cv buat nambah nilai jual buat kedepannya kegiatannya hari biasanya hari ja,Pengalaman Keseluruhan,1.09E+18,gillmonger,Wed Apr 17 01:50:37 +0000 2024,"['buat', 'studi', 'independen', 'so', 'far', 'lumayan', 'seru', 'dapet', 'tementemen', 'baru', 'keahlian', 'baru', 'sama', 'portofolio', 'project', 'dimasukin', 'cv', 'buat', 'nambah', 'nilai', 'jual', 'buat', 'kedepannya', 'kegiatannya', 'hari', 'biasanya', 'hari', 'ja']",buat studi independen so far lumayan seru dapet tementemen baru ahli baru sama portofolio project dimasukin cv buat nambah nilai jual buat depan giat hari biasa hari ja,for an independent study so far is quite exciting to get a new statement new expertise with the project portfolio entered CV to add selling value for the future activities.,Positif
aku ikut msib kali pertama ambil studi independen dapetin skill tambahan sertifikat buat bagusin cv kedua periode keterima magang salah satu instansi bumn,Pengalaman Keseluruhan,1.09E+18,gillmonger,Wed Apr 17 01:48:24 +0000 2024,"['aku', 'ikut', 'msib', 'kali', 'pertama', 'ambil', 'studi', 'independen', 'dapetin', 'skill', 'tambahan', 'sertifikat', 'buat', 'bagusin', 'cv', 'kedua', 'periode', 'keterima', 'magang', 'salah', 'satu', 'instansi', 'bumn']",aku ikut msib kali pertama ambil studi independen dapetin skill tambah sertifikat buat bagusin cv dua periode terima magang salah satu instansi bumn,I joined the first time I took an independent study of getting an additional skill of the certificate for the second CV to accept the internship for one of the BUMN agencies,Positif
pernahnya coba sekali studi independen ga rekomen soalnya kaya kuliah biasa kebetulan aku dapet mitranya jelek jadi yaudah,Pengalaman Keseluruhan,2301247736,pet_the_kitten,Wed Apr 17 01:32:36 +0000 2024,"['pernahnya', 'coba', 'sekali', 'studi', 'independen', 'ga', 'rekomen', 'soalnya', 'kaya', 'kuliah', 'biasa', 'kebetulan', 'aku', 'dapet', 'mitranya', 'jelek', 'jadi', 'yaudah']",pernah coba sekali studi independen ga rekomen soal kaya kuliah biasa betul aku dapet mitra jelek jadi yaudah,"I once tried to study an independent study, not recommended because I was like a college, I happened to get an ugly partner so",Negatif
lebih prefer mana kk pertukaran mahasiswa studi independen,Proses Belajar Mengajar,1.49E+18,sereyinn,Tue Apr 16 15:25:42 +0000 2024,"['lebih', 'prefer', 'mana', 'kk', 'pertukaran', 'mahasiswa', 'studi', 'independen']",lebih prefer mana kk tukar mahasiswa studi independen,more prefer where the KK exchange students are independent study,Positif
rebu studi independen,Pengalaman Keseluruhan,1.10E+18,inii_ojan,Tue Apr 16 14:01:06 +0000 2024,"['rebu', 'studi', 'independen']",rebu studi independen,Rebu Independent Study,Netral
hampir sama kurang lebih cuman setau ku studi independen peluang keterima nya lebih besar ga dapet bbh,Pengalaman Keseluruhan,2704151514,maulanafikri455,Tue Apr 16 12:59:35 +0000 2024,"['hampir', 'sama', 'kurang', 'lebih', 'cuman', 'setau', 'ku', 'studi', 'independen', 'peluang', 'keterima', 'nya', 'lebih', 'besar', 'ga', 'dapet', 'bbh']",hampir sama kurang lebih cuman tau ku studi independen peluang terima nya lebih besar ga dapet bbh,Almost the same is more or less as far as I know that an independent study of the opportunity to accept is bigger not getting a BBH,Positif
mas mau tanya kalo studi independen sendiri sama magang persiapannya beda,Proses Belajar Mengajar,1.55E+18,Mrx_Srk29,Tue Apr 16 12:34:55 +0000 2024,"['mas', 'mau', 'tanya', 'kalo', 'studi', 'independen', 'sendiri', 'sama', 'magang', 'persiapannya', 'beda']",mas mau tanya kalo studi independen sendiri sama magang siap beda,"bro, I want to ask if the independent study itself and the internship preparation is different",Netral
msib batch dibuka kapan kok gue liat webnya t msib magang merdeka cv portofolio batch studi independen,Proses Belajar Mengajar,8.77E+17,aesthusias,Tue Apr 16 09:59:25 +0000 2024,"['msib', 'batch', 'dibuka', 'kapan', 'kok', 'gue', 'liat', 'webnya', 't', 'msib', 'magang', 'merdeka', 'cv', 'portofolio', 'batch', 'studi', 'independen']",msib batch buka kapan kok gue liat webnya t msib magang merdeka cv portofolio batch studi independen,Msib Batch is opened when I see the website T MSIB Internship Merdeka CV Portfolio Batch Independent Study,Netral
adaa aku abigail ikutan studi independen bentuknya bootcamp fully online,Pengalaman Keseluruhan,1.75E+18,consyapping,Tue Apr 16 05:21:47 +0000 2024,"['adaa', 'aku', 'abigail', 'ikutan', 'studi', 'independen', 'bentuknya', 'bootcamp', 'fully', 'online']",adaa aku abigail ikut studi independen bentuk bootcamp fully online,there is an abigail following an independent study in shape to be fully bootcamp,Netral
aku magang studi independen aja gak se berisik wahai anak magang overproud,Pengalaman Keseluruhan,1.41E+18,melatiiihhh,Mon Apr 15 17:42:49 +0000 2024,"['aku', 'magang', 'studi', 'independen', 'aja', 'gak', 'se', 'berisik', 'wahai', 'anak', 'magang', 'overproud']",aku magang studi independen aja gak se berisik wahai anak magang overproud,"I just an independent study apprentice is not as noisy, O Overproud Internship",Netral
iyaa aku lebaran kemaren bawa laptop buat nyicil studi independen,Pengalaman Keseluruhan,1.71E+18,justmas2biasa,Mon Apr 15 14:37:21 +0000 2024,"['iyaa', 'aku', 'lebaran', 'kemaren', 'bawa', 'laptop', 'buat', 'nyicil', 'studi', 'independen']",iyaa aku lebaran kemaren bawa laptop buat nyicil studi independen,"Yes, I Eid yesterday brought a laptop to install independent studies",Netral
wew temen studi independen w ud married ajj,Pengalaman Keseluruhan,1.05E+18,canceriangil,Sun Apr 14 17:09:28 +0000 2024,"['wew', 'temen', 'studi', 'independen', 'w', 'ud', 'married', 'ajj']",wew temen studi independen w ud married ajj,WEW FRIENDS INDEPENDENT STUDY WAS WD UD MARRIED AJJ,Positif
boleeh aku pernah ikut studi independen,Pengalaman Keseluruhan,1.00E+18,kapuzziner,Sun Apr 14 05:23:30 +0000 2024,"['boleeh', 'aku', 'pernah', 'ikut', 'studi', 'independen']",boleeh aku pernah ikut studi independen,Boleeh I've been in an independent study,Netral
libur lebaran kepikiran terus tugas studi independen msib sm tubes njg,Pengalaman Keseluruhan,1.14E+18,satnitevibe,Fri Apr 12 07:00:46 +0000 2024,"['libur', 'lebaran', 'kepikiran', 'terus', 'tugas', 'studi', 'independen', 'msib', 'sm', 'tubes', 'njg']",libur lebaran pikir terus tugas studi independen msib sm tubes njg,Eid holiday continues to think the task of the independent study of Msib sm tubes njg,Netral
ih apa aku akhir juli lama bet bjir mau ketemu ayang kapan selesai studi independen nya,Pengalaman Keseluruhan,1.30E+18,uhiigh,Fri Apr 12 03:17:04 +0000 2024,"['ih', 'apa', 'aku', 'akhir', 'juli', 'lama', 'bet', 'bjir', 'mau', 'ketemu', 'ayang', 'kapan', 'selesai', 'studi', 'independen', 'nya']",ih apa aku akhir juli lama bet bjir mau ketemu ayang kapan selesai studi independen nya,"uh, what am I at the end of July, bet for Bjir, I want to meet me when I finished his independent study",Netral
selamat malam semuanya sebelumnya perkenalkan nama febi sedang mengerjakan project studi independen startup digital mengangkat tema terkait joki tugas dunia kuliah sedang mencari narasumber diwawancarai mengenai topik tersebut,Proses Belajar Mengajar,1.29E+18,anonmeuknow,Thu Apr 11 16:23:43 +0000 2024,"['selamat', 'malam', 'semuanya', 'sebelumnya', 'perkenalkan', 'nama', 'febi', 'sedang', 'mengerjakan', 'project', 'studi', 'independen', 'startup', 'digital', 'mengangkat', 'tema', 'terkait', 'joki', 'tugas', 'dunia', 'kuliah', 'sedang', 'mencari', 'narasumber', 'diwawancarai', 'mengenai', 'topik', 'tersebut']",selamat malam semua belum kenal nama febi sedang kerja project studi independen startup digital angkat tema kait joki tugas dunia kuliah sedang cari narasumber wawancara kena topik sebut,Good evening everyone previously introduced the name Febi was working on an independent study of digital startup studies to raise themes related to the world of lecture jockey who were looking for speakers interviewed on the topic,Positif
kurang setuju emang dasarnya indeks pendidikan indo rendah aku ngeliat usaha pemerintah buat mencerdaskan bangsa apalgi blkgn kemdikbud buat program pertukaran pelajar msib studi independen nyempe,Proses Belajar Mengajar,1.24E+18,UlyaniAchmad,Thu Apr 11 01:14:11 +0000 2024,"['kurang', 'setuju', 'emang', 'dasarnya', 'indeks', 'pendidikan', 'indo', 'rendah', 'aku', 'ngeliat', 'usaha', 'pemerintah', 'buat', 'mencerdaskan', 'bangsa', 'apalgi', 'blkgn', 'kemdikbud', 'buat', 'program', 'pertukaran', 'pelajar', 'msib', 'studi', 'independen', 'nyempe']",kurang tuju emang dasar indeks didik indo rendah aku ngeliat usaha perintah buat cerdas bangsa apalgi blkgn kemdikbud buat program tukar ajar msib studi independen nyempe,"I don't agree, basically, the Indonesian education index is low, I see the government's efforts to educate the nation, the Ministry of Education and Culture for the MSIB Student Exchange Program, Independent Studies",Netral
on boarding mahasiswa unidha malang program kampus mengajar angkatan magang studi independen bersertifikat angakatan sukses selalu rekanrekan mahasiswa unidha malang,Administrasi,1.21E+18,unidhamalang,Thu Apr 04 22:59:09 +0000 2024,"['on', 'boarding', 'mahasiswa', 'unidha', 'malang', 'program', 'kampus', 'mengajar', 'angkatan', 'magang', 'studi', 'independen', 'bersertifikat', 'angakatan', 'sukses', 'selalu', 'rekanrekan', 'mahasiswa', 'unidha', 'malang']",on boarding mahasiswa unidha malang program kampus ajar angkat magang studi independen sertifikat angakatan sukses selalu rekanrekan mahasiswa unidha malang,On Boarding Student Unidha Malang Campus Program Teaching Independent Study of Independent Study Certified Angakatan Success is always a colleague of Unidha Malang students,Positif
ahahaha sekarang aje ikut studi independen orang bataknya kalo ngomong berasa ngegas anjoy dahal normal,Pengalaman Keseluruhan,1.18E+18,Cosm1cVoyager,Thu Apr 04 10:21:47 +0000 2024,"['ahahaha', 'sekarang', 'aje', 'ikut', 'studi', 'independen', 'orang', 'bataknya', 'kalo', 'ngomong', 'berasa', 'ngegas', 'anjoy', 'dahal', 'normal']",ahahaha sekarang aje ikut studi independen orang batak kalo ngomong asa ngegas anjoy dahal normal,ahahaha now I joined an independent study of the Batak when talking to the point of Normal Dahal,Positif
studi independen ngapain aja,Proses Belajar Mengajar,1.11E+18,eodokyazumi,Thu Apr 04 03:11:46 +0000 2024,"['studi', 'independen', 'ngapain', 'aja']",studi independen ngapain aja,What are you doing independent studies,Netral
kak mutualan yuu mungkin aku sharing jugaa aku kebetulan ikut studi independen jugaa,Proses Belajar Mengajar,1.42E+18,floweringtales,Wed Apr 03 11:18:29 +0000 2024,"['kak', 'mutualan', 'yuu', 'mungkin', 'aku', 'sharing', 'jugaa', 'aku', 'kebetulan', 'ikut', 'studi', 'independen', 'jugaa']",kak mutualan yuu mungkin aku sharing jugaa aku betul ikut studi independen jugaa,"Sis, the quality of yuu maybe I shared too, I happened to take part in an independent study too",Netral
tahun kemaren beres ngurusin hima dpm studi independen magang self rewardnya beli light stick ive nah usahakan nonton swih self reward tahun kuliah,Pengalaman Keseluruhan,1.56E+18,yisizonedx,Wed Apr 03 10:39:18 +0000 2024,"['tahun', 'kemaren', 'beres', 'ngurusin', 'hima', 'dpm', 'studi', 'independen', 'magang', 'self', 'rewardnya', 'beli', 'light', 'stick', 'ive', 'nah', 'usahakan', 'nonton', 'swih', 'self', 'reward', 'tahun', 'kuliah']",tahun kemaren beres ngurusin hima dpm studi independen magang self rewardnya beli light stick ive nah usaha nonton swih self reward tahun kuliah,"Last year I was settled to take care of Hima DPM Independent Study of Internship Self Reward, buy a light stick ive, try watching Swih Self Reward in college",Positif
klo studi independen ji ntar gimana konversi sks nya,Proses Belajar Mengajar,1.11E+18,eodokyazumi,Wed Apr 03 09:34:12 +0000 2024,"['klo', 'studi', 'independen', 'ji', 'ntar', 'gimana', 'konversi', 'sks', 'nya']",klo studi independen ji ntar gimana konversi sks nya,"if the independent study is ji, how about the SKS conversion",Netral
kesian banget tementemen aku ikut studi independen nf serasa kerja rodi mana pas menyampaikan keluh kesah malah mau dikeluarin kan kek anti kritik banget,Pengalaman Keseluruhan,1.36E+18,n3wme_,Tue Apr 02 08:11:35 +0000 2024,"['kesian', 'banget', 'tementemen', 'aku', 'ikut', 'studi', 'independen', 'nf', 'serasa', 'kerja', 'rodi', 'mana', 'pas', 'menyampaikan', 'keluh', 'kesah', 'malah', 'mau', 'dikeluarin', 'kan', 'kek', 'anti', 'kritik', 'banget']",kesi banget tementemen aku ikut studi independen nf serasa kerja rodi mana pas sampai keluh kesah malah mau dikeluarin kan kek anti kritik banget,"I was very upset that I took part in an independent study NF felt like the work of Rodi was when I conveyed the complaint that I wanted to be issued, right?",Positif
studi ilmu pengetahuan modern bahkan menemukan kesadaran consciousness berinteraksi dgn alam semesta semakin membuktikan riset independen ttg topik creator god bukan sekedar fantasifiksi belaka,Proses Belajar Mengajar,1.64E+18,Seeking_truth90,Tue Apr 02 07:37:59 +0000 2024,"['studi', 'ilmu', 'pengetahuan', 'modern', 'bahkan', 'menemukan', 'kesadaran', 'consciousness', 'berinteraksi', 'dgn', 'alam', 'semesta', 'semakin', 'membuktikan', 'riset', 'independen', 'ttg', 'topik', 'creator', 'god', 'bukan', 'sekedar', 'fantasifiksi', 'belaka']",studi ilmu tahu modern bahkan temu sadar consciousness interaksi dgn alam semesta makin bukti riset independen ttg topik creator god bukan dar fantasifiksi belaka,The study of modern science even found consciousness awareness interacting with the universe increasingly proves independent research on the topic of creator God is not just fantasification,Positif
kakk aku mau nanya ttg studi independen gak,Proses Belajar Mengajar,1.25E+18,garuferya,Tue Apr 02 05:39:42 +0000 2024,"['kakk', 'aku', 'mau', 'nanya', 'ttg', 'studi', 'independen', 'gak']",kakk aku mau nanya ttg studi independen gak,I want to ask about an independent study,Netral
 kalian lebih milih studi independen magang,Proses Belajar Mengajar,1.05E+18,collegemenfess,Tue Apr 02 05:05:02 +0000 2024,"['kalian', 'lebih', 'milih', 'studi', 'independen', 'magang']",kalian lebih milih studi independen magang,You prefer an internship independent study,Netral
skrg jam sehari soalnya studi independen,Pengalaman Keseluruhan,1.57E+18,beealtz,Mon Apr 01 18:40:37 +0000 2024,"['skrg', 'jam', 'sehari', 'soalnya', 'studi', 'independen']",skrg jam hari soal studi independen,It is now a day because the study is independent,Netral
studi independen ran kaga uts,Pengalaman Keseluruhan,1.55E+18,yosefinatalie,Mon Apr 01 15:36:48 +0000 2024,"['studi', 'independen', 'ran', 'kaga', 'uts']",studi independen ran kaga uts,Independent Study of Ran Kaga Uts,Netral
siapa sangka remehin studi independen bakal dapet tugas lintas jurusan gak expect suruh bikin website polos pelompong begini hari ngoding allah abis saur ketemu buka lu bayangin aja maboknya gimana ampe nangis gue ngerjain,Pengalaman Keseluruhan,1.49E+18,jxxyoun,Sun Mar 31 22:57:54 +0000 2024,"['siapa', 'sangka', 'remehin', 'studi', 'independen', 'bakal', 'dapet', 'tugas', 'lintas', 'jurusan', 'gak', 'expect', 'suruh', 'bikin', 'website', 'polos', 'pelompong', 'begini', 'hari', 'ngoding', 'allah', 'abis', 'saur', 'ketemu', 'buka', 'lu', 'bayangin', 'aja', 'maboknya', 'gimana', 'ampe', 'nangis', 'gue', 'ngerjain']",siapa sangka remehin studi independen bakal dapet tugas lintas jurus gak expect suruh bikin website polos lompong begini hari ngoding allah abis saur ketemu buka lu bayangin aja maboknya gimana ampe nang gue ngerjain,Who would have thought understood an independent study would get a cross -majoring assignment not to expect to make a plain website pelompong like this day of ngoding Allah after just meeting you just imagine the drunk,Negatif
aku studi independen kak bidang data engineer,Pengalaman Keseluruhan,1.05E+18,tigabelasnih,Sun Mar 31 21:13:06 +0000 2024,"['aku', 'studi', 'independen', 'kak', 'bidang', 'data', 'engineer']",aku studi independen kak bidang data engineer,"I study independently sis, the field of data engineer",Netral
 hi kakak kakak pernah ikut studi independen gak bersedia aku tanya tanya detail gitu,Proses Belajar Mengajar,1.05E+18,collegemenfess,Sun Mar 31 11:58:59 +0000 2024,"['hi', 'kakak', 'kakak', 'pernah', 'ikut', 'studi', 'independen', 'gak', 'bersedia', 'aku', 'tanya', 'tanya', 'detail', 'gitu']",hi kakak kakak pernah ikut studi independen gak sedia aku tanya tanya detail gitu,"Hi, brother, you've been in an independent study, I am not willing to ask the details so",Negatif
day magang studi independen bersertifikat sahur nasi sayur daun pepaya lauk ayam tongseng ikan saus singapura buka nasi sate pak manto,Pengalaman Keseluruhan,1.26E+18,Atlitgelarkain,Sat Mar 30 14:23:00 +0000 2024,"['day', 'magang', 'studi', 'independen', 'bersertifikat', 'sahur', 'nasi', 'sayur', 'daun', 'pepaya', 'lauk', 'ayam', 'tongseng', 'ikan', 'saus', 'singapura', 'buka', 'nasi', 'sate', 'pak', 'manto']",day magang studi independen sertifikat sahur nasi sayur daun pepaya lauk ayam tongseng ikan saus singapura buka nasi sate pak manto,day internship independent studies certified sahur rice vegetables papaya leaves side dishes of chicken tongseng fish sauce Singapore Open Pak Manto Sate Rice,Negatif
kit royal tropical institute merupakan pusat studi independen ahli berfokus sustainable economic development global health gender umkmbrigodigital reqread,Pengalaman Keseluruhan,1.76E+18,milamila_m,Wed Mar 27 07:24:26 +0000 2024,"['kit', 'royal', 'tropical', 'institute', 'merupakan', 'pusat', 'studi', 'independen', 'ahli', 'berfokus', 'sustainable', 'economic', 'development', 'global', 'health', 'gender', 'umkmbrigodigital', 'reqread']",kit royal tropical institute rupa pusat studi independen ahli fokus sustainable economic development global health gender umkmbrigodigital reqread,Kit Royal Tropical Institute is the center of an independent study of experts focusing on sustainable economic development global health gender gender umkmbrigodigital reqread,Positif
 studi independen konversi gess magangnya msibnya aja diconvert thankss,Proses Belajar Mengajar,1.05E+18,collegemenfess,Tue Mar 26 07:43:31 +0000 2024,"['studi', 'independen', 'konversi', 'gess', 'magangnya', 'msibnya', 'aja', 'diconvert', 'thankss']",studi independen konversi gess magang msibnya aja diconvert thankss,"Independent study of the conversion of the internship gess, the msib is just converted thanks",Positif
frilens tp keteteran jg sie pdhl kuliah taun frilens trus perna magang studi independen kagak keteteran sekalinya skripsi keteteran,Pengalaman Keseluruhan,1.14E+18,bucinsiyoon,Mon Mar 25 13:50:07 +0000 2024,"['frilens', 'tp', 'keteteran', 'jg', 'sie', 'pdhl', 'kuliah', 'taun', 'frilens', 'trus', 'perna', 'magang', 'studi', 'independen', 'kagak', 'keteteran', 'sekalinya', 'skripsi', 'keteteran']",frilens tp keteter jg sie pdhl kuliah taun frilens trus perna magang studi independen kagak keteter sekali skripsi keteter,freelance but the same thing is also a lecture for freelance and then the internship of independent studies is not stuck once thesis is keteteran,Netral
rl sini mahasiswa join msib studi independen temenan ayo lets talk about our daily life,Proses Belajar Mengajar,1.33E+18,ssefnum,Mon Mar 25 07:53:48 +0000 2024,"['rl', 'sini', 'mahasiswa', 'join', 'msib', 'studi', 'independen', 'temenan', 'ayo', 'lets', 'talk', 'about', 'our', 'daily', 'life']",rl sini mahasiswa join msib studi independen temenan ayo lets talk about our daily life,RL here students Join MSIB Independent Study of Friends Come on Lets Talk About Our Daily Life,Netral
iisma teman teman pengurus ikmaut lolos msib magang maupun studi independen batch lho pokoknya ga rugi deh jadi anggota maupun penggurus ikmaut,Pengalaman Keseluruhan,1.34E+18,IkmaUt,Mon Mar 25 05:09:17 +0000 2024,"['iisma', 'teman', 'teman', 'pengurus', 'ikmaut', 'lolos', 'msib', 'magang', 'maupun', 'studi', 'independen', 'batch', 'lho', 'pokoknya', 'ga', 'rugi', 'deh', 'jadi', 'anggota', 'maupun', 'penggurus', 'ikmaut']",iisma teman teman urus ikmaut lolos msib magang maupun studi independen batch lho pokok ga rugi deh jadi anggota maupun penggurus ikmaut,"IISMA Friends of the IKMAUT administrators passed MSIB apprenticeship and independent batch studies, you don't lose to become members or take care of IKMAUT",Netral
angkatanku malah kelas inter diarahin ikut iisma kalo reguler diarahin mbkmmagang biasa kalo mau ikut studi independen iisma berasa ribet banget selalu ditanyain gak coba mbkm aja magang nyari sendiri aja gak terlalu diurus selalu mbkm diprioritasin,Pengalaman Keseluruhan,1.63E+18,valebntine,Sun Mar 24 21:04:03 +0000 2024,"['angkatanku', 'malah', 'kelas', 'inter', 'diarahin', 'ikut', 'iisma', 'kalo', 'reguler', 'diarahin', 'mbkmmagang', 'biasa', 'kalo', 'mau', 'ikut', 'studi', 'independen', 'iisma', 'berasa', 'ribet', 'banget', 'selalu', 'ditanyain', 'gak', 'coba', 'mbkm', 'aja', 'magang', 'nyari', 'sendiri', 'aja', 'gak', 'terlalu', 'diurus', 'selalu', 'mbkm', 'diprioritasin']",angkat malah kelas inter diarahin ikut iisma kalo reguler diarahin mbkmmagang biasa kalo mau ikut studi independen iisma asa ribet banget selalu ditanyain gak coba mbkm aja magang nyari sendiri aja gak terlalu urus selalu mbkm diprioritasin,My generation is even the Inter class is directed to join the iisma if it is regularly directed at an ordinary mbkmmranda if you want to take part in an independent study of iisma feels very complicated always not trying to just try mbkm.,Negatif
imho msib permagangan harusnya lebih ditekenin buat diploma sarjana terapan sarjana harusnya studi independen dikuatin memprovide sarjana mengembangkan mengaplikasikan keilmuan masyarakat,Proses Belajar Mengajar,1320274640,ProfMelankolis,Sat Mar 23 17:46:16 +0000 2024,"['imho', 'msib', 'permagangan', 'harusnya', 'lebih', 'ditekenin', 'buat', 'diploma', 'sarjana', 'terapan', 'sarjana', 'harusnya', 'studi', 'independen', 'dikuatin', 'memprovide', 'sarjana', 'mengembangkan', 'mengaplikasikan', 'keilmuan', 'masyarakat']",imho msib magang harus lebih ditekenin buat diploma sarjana terap sarjana harus studi independen dikuatin memprovide sarjana kembang aplikasi ilmu masyarakat,IMHO MSIB apprenticeship should be more signed for applied undergraduate diploma Bachelor should be an independent study of being strengthened by the Bachelor to develop the knowledge of the science of the community,Positif
magang studi independen bersertifikat mas program kemendikbud gitu,Proses Belajar Mengajar,1.22E+18,DPRIANGASIH,Sat Mar 23 15:00:14 +0000 2024,"['magang', 'studi', 'independen', 'bersertifikat', 'mas', 'program', 'kemendikbud', 'gitu']",magang studi independen sertifikat mas program kemendikbud gitu,Internship for Independent Certified Study of Mas Mas Program Kemendikbud like that,Netral
 ga bilang kalo studi independen secapek kirain enak online rumah ternyata,Pengalaman Keseluruhan,1.05E+18,collegemenfess,Sat Mar 23 09:43:18 +0000 2024,"['ga', 'bilang', 'kalo', 'studi', 'independen', 'secapek', 'kirain', 'enak', 'online', 'rumah', 'ternyata']",ga bilang kalo studi independen capek kirain enak online rumah nyata,"Ga said that if an independent study is as good as it is delicious online, it turns out",Positif
 pernah ikut studi independen revou aku mau nanyananya sedikit nih,Proses Belajar Mengajar,1.05E+18,collegemenfess,Fri Mar 22 05:13:29 +0000 2024,"['pernah', 'ikut', 'studi', 'independen', 'revou', 'aku', 'mau', 'nanyananya', 'sedikit', 'nih']",pernah ikut studi independen revou aku mau nanyananya sedikit nih,"I've participated in an independent study of Revou, I want to ask a little",Negatif
bukan aku tp temenku lulusan biologi murni pas kuliah ikut studi independen magang bidang business development sampe hariini ngembangin dirinya bidang nder,Pengalaman Keseluruhan,1.67E+18,salsalsalm,Fri Mar 22 05:06:22 +0000 2024,"['bukan', 'aku', 'tp', 'temenku', 'lulusan', 'biologi', 'murni', 'pas', 'kuliah', 'ikut', 'studi', 'independen', 'magang', 'bidang', 'business', 'development', 'sampe', 'hariini', 'ngembangin', 'dirinya', 'bidang', 'nder']",bukan aku tp temenku lulus biologi murni pas kuliah ikut studi independen magang bidang business development sampe hariini ngembangin diri bidang nder,not me but my friend graduated from pure biology during college attending an independent study of internship in the business development in the day now,Positif
studi independen s i si sik sik sibatumanikam diparjogef sormadigottam dinamanginani sibambangkar julajula sibambangkar julajula,Pengalaman Keseluruhan,1.26E+18,sinarhindia,Thu Mar 21 16:01:10 +0000 2024,"['studi', 'independen', 's', 'i', 'si', 'sik', 'sik', 'sibatumanikam', 'diparjogef', 'sormadigottam', 'dinamanginani', 'sibambangkar', 'julajula', 'sibambangkar', 'julajula']",studi independen s i si sik sik sibatumanikam diparjogef sormadigottam dinamanginani sibambangkar julajula sibambangkar julajula,Independent Study of S SI SIK SIK SIDATUMANIKAM DIPARJOGEF SORMADIGTAM DINAMANGINANI SIBAMJANG JULAJULA SIBAMBANGKAR JULAJULA,Netral
titipan ness ikut studi independen bangkit academy ngga tim ku butuh cc nihh kalau like or reply yah,Proses Belajar Mengajar,1.19E+18,unnesmenfess,Thu Mar 21 15:14:07 +0000 2024,"['titipan', 'ness', 'ikut', 'studi', 'independen', 'bangkit', 'academy', 'ngga', 'tim', 'ku', 'butuh', 'cc', 'nihh', 'kalau', 'like', 'or', 'reply', 'yah']",titip ness ikut studi independen bangkit academy ngga tim ku butuh cc nihh kalau like or reply yah,"Ness entrusted to take an independent study of Rise Academy or not my team needs CC if like or reply, yeah",Netral
biaya nya diberikan pemerintah alias pihak kampus merdeka nya tinggal bayar uang kuliah aja dapat ilmu sertifikat kalau ga ikut studi independen msib booth camp bayarnya mahal jt a,Pengalaman Keseluruhan,9.36E+17,damnfcksht,Mon Mar 11 15:23:10 +0000 2024,"['biaya', 'nya', 'diberikan', 'pemerintah', 'alias', 'pihak', 'kampus', 'merdeka', 'nya', 'tinggal', 'bayar', 'uang', 'kuliah', 'aja', 'dapat', 'ilmu', 'sertifikat', 'kalau', 'ga', 'ikut', 'studi', 'independen', 'msib', 'booth', 'camp', 'bayarnya', 'mahal', 'jt', 'a']",biaya nya beri perintah alias pihak kampus merdeka nya tinggal bayar uang kuliah aja dapat ilmu sertifikat kalau ga ikut studi independen msib booth camp bayar mahal jt a,"The fee is given the government, aka the independent campus, just pay for tuition fees, just get certificates if they do not participate",Netral
